donation_id,volunteer_id,amount,date
DON_53607,VOL_10225,10.0,2026-01-15
DON_53608,VOL_10225,10.0,2026-01-29
DON_53609,VOL_10225,25.0,2026-02-05
DON_53610,VOL_10225,10.0,2026-02-08
DON_53611,VOL_10225,25.0,2026-02-08
DON_53612,VOL_10225,25.0,2026-02-22
DON_53613,VOL_10225,50.0,2026-03-08
DON_53614,VOL_10225,50.0,2026-04-05
DON_53615,VOL_10225,50.0,2026-04-12
DON_53616,VOL_10226,100.0,2025-08-28
DON_53617,VOL_10227,25.0,2026-01-15
DON_53618,VOL_10227,25.0,2026-02-12
DON_53619,VOL_10227,50.0,2026-02-22
DON_53620,VOL_10227,100.0,2026-02-26
DON_53621,VOL_10227,10.0,2026-03-01
DON_53622,VOL_10227,10.0,2026-03-29
DON_53623,VOL_10227,10.0,2026-04-16
DON_53624,VOL_10227,25.0,2026-04-26
DON_53625,VOL_10228,10.0,2025-04-17
DON_53626,VOL_10228,10.0,2025-04-24
DON_53627,VOL_10228,25.0,2025-05-29
DON_53628,VOL_10228,10.0,2025-05-29
DON_53629,VOL_10228,25.0,2025-05-29
DON_53630,VOL_10228,50.0,2025-06-01
DON_53631,VOL_10228,10.0,2025-06-01
DON_53632,VOL_10228,10.0,2025-06-12
DON_53633,VOL_10228,10.0,2025-06-22
DON_53634,VOL_10228,100.0,2025-08-28
DON_53635,VOL_10228,25.0,2025-09-04
DON_53636,VOL_10228,50.0,2025-10-02
DON_53637,VOL_10228,100.0,2025-10-12
DON_53638,VOL_10228,50.0,2025-10-26
DON_53639,VOL_10228,100.0,2025-11-09
DON_53640,VOL_10228,50.0,2025-11-23
DON_53641,VOL_10228,25.0,2026-02-01
DON_53642,VOL_10228,50.0,2026-02-08
DON_53643,VOL_10228,10.0,2026-02-15
DON_53644,VOL_10228,50.0,2026-02-22
DON_53645,VOL_10228,100.0,2026-03-15
DON_53646,VOL_10228,25.0,2026-03-26
DON_53647,VOL_10228,50.0,2026-04-09
DON_53648,VOL_10228,50.0,2026-04-19
DON_53649,VOL_10228,25.0,2026-04-23
DON_53650,VOL_10228,10.0,2026-04-30
DON_53651,VOL_10228,10.0,2026-04-30
DON_53652,VOL_10228,10.0,2026-04-30
DON_53653,VOL_10229,10.0,2026-02-26
DON_53654,VOL_10229,10.0,2026-03-12
DON_53655,VOL_10229,25.0,2026-03-12
DON_53656,VOL_10231,10.0,2025-03-23
DON_53657,VOL_10231,25.0,2025-03-27
DON_53658,VOL_10231,10.0,2025-04-27
DON_53659,VOL_10231,25.0,2025-04-27
DON_53660,VOL_10231,25.0,2025-05-15
DON_53661,VOL_10231,50.0,2025-06-01
DON_53662,VOL_10231,10.0,2025-06-01
DON_53663,VOL_10231,50.0,2025-06-15
DON_53664,VOL_10231,50.0,2025-06-22
DON_53665,VOL_10231,50.0,2025-07-06
DON_53666,VOL_10231,10.0,2025-07-17
DON_53667,VOL_10231,10.0,2025-07-17
DON_53668,VOL_10231,100.0,2025-07-24
DON_53669,VOL_10231,100.0,2025-07-31
DON_53670,VOL_10231,25.0,2025-08-17
DON_53671,VOL_10231,10.0,2025-08-21
DON_53672,VOL_10231,100.0,2025-08-28
DON_53673,VOL_10231,50.0,2025-09-04
DON_53674,VOL_10231,50.0,2025-09-04
DON_53675,VOL_10231,25.0,2025-09-25
DON_53676,VOL_10231,50.0,2025-09-25
DON_53677,VOL_10231,50.0,2025-09-28
DON_53678,VOL_10231,50.0,2025-10-12
DON_53679,VOL_10231,10.0,2025-10-16
DON_53680,VOL_10231,10.0,2025-10-30
DON_53681,VOL_10231,10.0,2025-11-06
DON_53682,VOL_10231,10.0,2025-11-23
DON_53683,VOL_10231,10.0,2025-11-27
DON_53684,VOL_10231,50.0,2025-12-14
DON_53685,VOL_10231,10.0,2026-01-08
DON_53686,VOL_10231,10.0,2026-01-22
DON_53687,VOL_10231,10.0,2026-02-01
DON_53688,VOL_10231,10.0,2026-02-15
DON_53689,VOL_10231,10.0,2026-02-19
DON_53690,VOL_10231,100.0,2026-02-22
DON_53691,VOL_10231,25.0,2026-03-01
DON_53692,VOL_10231,25.0,2026-03-12
DON_53693,VOL_10231,25.0,2026-03-15
DON_53694,VOL_10231,25.0,2026-03-29
DON_53695,VOL_10231,50.0,2026-04-02
DON_53696,VOL_10231,10.0,2026-04-12
DON_53697,VOL_10231,10.0,2026-04-26
DON_53698,VOL_10231,100.0,2026-04-30
DON_53699,VOL_10232,100.0,2025-09-21
DON_53700,VOL_10233,50.0,2025-10-30
DON_53701,VOL_10233,25.0,2025-11-06
DON_53702,VOL_10233,10.0,2025-11-27
DON_53703,VOL_10233,10.0,2025-11-30
DON_53704,VOL_10233,50.0,2025-12-04
DON_53705,VOL_10233,10.0,2025-12-07
DON_53706,VOL_10233,10.0,2025-12-11
DON_53707,VOL_10233,50.0,2025-12-28
DON_53708,VOL_10233,25.0,2026-02-08
DON_53709,VOL_10233,10.0,2026-02-12
DON_53710,VOL_10233,10.0,2026-02-19
DON_53711,VOL_10233,25.0,2026-03-05
DON_53712,VOL_10233,50.0,2026-03-15
DON_53713,VOL_10233,100.0,2026-03-19
DON_53714,VOL_10233,25.0,2026-03-29
DON_53715,VOL_10233,10.0,2026-04-23
DON_53716,VOL_10234,10.0,2025-04-24
DON_53717,VOL_10234,25.0,2025-04-27
DON_53718,VOL_10234,10.0,2025-04-27
DON_53719,VOL_10234,50.0,2025-05-15
DON_53720,VOL_10234,50.0,2025-06-15
DON_53721,VOL_10234,25.0,2025-07-20
DON_53722,VOL_10234,10.0,2025-07-27
DON_53723,VOL_10234,50.0,2025-08-07
DON_53724,VOL_10234,25.0,2025-08-14
DON_53725,VOL_10234,10.0,2025-08-17
DON_53726,VOL_10234,10.0,2025-09-28
DON_53727,VOL_10234,10.0,2025-10-16
DON_53728,VOL_10234,100.0,2025-10-23
DON_53729,VOL_10234,10.0,2025-10-26
DON_53730,VOL_10234,10.0,2025-11-02
DON_53731,VOL_10234,10.0,2025-11-06
DON_53732,VOL_10234,50.0,2025-11-06
DON_53733,VOL_10234,25.0,2025-11-20
DON_53734,VOL_10234,25.0,2025-12-07
DON_53735,VOL_10234,10.0,2025-12-18
DON_53736,VOL_10234,10.0,2025-12-21
DON_53737,VOL_10234,10.0,2026-01-18
DON_53738,VOL_10234,100.0,2026-01-29
DON_53739,VOL_10234,25.0,2026-02-15
DON_53740,VOL_10234,10.0,2026-03-05
DON_53741,VOL_10234,10.0,2026-03-08
DON_53742,VOL_10234,25.0,2026-03-12
DON_53743,VOL_10234,100.0,2026-03-12
DON_53744,VOL_10234,50.0,2026-03-15
DON_53745,VOL_10234,50.0,2026-03-29
DON_53746,VOL_10234,10.0,2026-04-05
DON_53747,VOL_10234,50.0,2026-04-23
DON_53748,VOL_10235,50.0,2025-02-23
DON_53749,VOL_10235,10.0,2025-03-27
DON_53750,VOL_10235,10.0,2025-04-03
DON_53751,VOL_10235,10.0,2025-04-03
DON_53752,VOL_10235,10.0,2025-04-20
DON_53753,VOL_10235,100.0,2025-04-24
DON_53754,VOL_10235,25.0,2025-05-04
DON_53755,VOL_10235,25.0,2025-05-18
DON_53756,VOL_10235,25.0,2025-05-25
DON_53757,VOL_10235,25.0,2025-06-05
DON_53758,VOL_10235,10.0,2025-06-15
DON_53759,VOL_10235,10.0,2025-07-10
DON_53760,VOL_10235,25.0,2025-07-17
DON_53761,VOL_10235,50.0,2025-07-24
DON_53762,VOL_10235,25.0,2025-07-27
DON_53763,VOL_10235,100.0,2025-07-31
DON_53764,VOL_10235,10.0,2025-08-17
DON_53765,VOL_10235,25.0,2025-08-21
DON_53766,VOL_10235,10.0,2025-09-18
DON_53767,VOL_10235,25.0,2025-09-18
DON_53768,VOL_10235,10.0,2025-10-02
DON_53769,VOL_10235,50.0,2025-10-30
DON_53770,VOL_10235,25.0,2025-11-16
DON_53771,VOL_10235,25.0,2025-11-30
DON_53772,VOL_10235,50.0,2025-12-25
DON_53773,VOL_10235,25.0,2026-01-22
DON_53774,VOL_10235,100.0,2026-02-19
DON_53775,VOL_10235,50.0,2026-03-29
DON_53776,VOL_10235,10.0,2026-04-02
DON_53777,VOL_10235,25.0,2026-04-02
DON_53778,VOL_10235,10.0,2026-04-26
DON_53779,VOL_10235,10.0,2026-04-26
DON_53780,VOL_10236,10.0,2026-01-15
DON_53781,VOL_10237,10.0,2025-05-11
DON_53782,VOL_10237,100.0,2025-05-15
DON_53783,VOL_10237,50.0,2025-06-19
DON_53784,VOL_10237,50.0,2025-07-03
DON_53785,VOL_10237,50.0,2025-07-13
DON_53786,VOL_10237,10.0,2025-07-13
DON_53787,VOL_10237,10.0,2025-07-17
DON_53788,VOL_10237,50.0,2025-08-03
DON_53789,VOL_10237,25.0,2025-08-17
DON_53790,VOL_10237,50.0,2025-08-21
DON_53791,VOL_10237,25.0,2025-08-24
DON_53792,VOL_10237,10.0,2025-08-28
DON_53793,VOL_10237,25.0,2025-09-28
DON_53794,VOL_10237,25.0,2025-10-02
DON_53795,VOL_10237,10.0,2025-10-12
DON_53796,VOL_10237,50.0,2025-10-16
DON_53797,VOL_10237,25.0,2025-10-23
DON_53798,VOL_10237,25.0,2025-10-26
DON_53799,VOL_10237,100.0,2025-11-02
DON_53800,VOL_10237,10.0,2025-11-09
DON_53801,VOL_10237,25.0,2025-11-13
DON_53802,VOL_10237,10.0,2025-11-23
DON_53803,VOL_10237,100.0,2025-12-14
DON_53804,VOL_10237,10.0,2025-12-18
DON_53805,VOL_10237,10.0,2026-01-08
DON_53806,VOL_10237,10.0,2026-01-29
DON_53807,VOL_10237,25.0,2026-02-01
DON_53808,VOL_10237,10.0,2026-02-08
DON_53809,VOL_10237,10.0,2026-02-26
DON_53810,VOL_10237,10.0,2026-03-05
DON_53811,VOL_10237,50.0,2026-03-12
DON_53812,VOL_10237,10.0,2026-03-29
DON_53813,VOL_10237,10.0,2026-04-12
DON_53814,VOL_10237,25.0,2026-04-12
DON_53815,VOL_10237,10.0,2026-04-19
DON_53816,VOL_10237,50.0,2026-04-30
DON_53817,VOL_10238,50.0,2025-09-18
DON_53818,VOL_10238,25.0,2025-09-28
DON_53819,VOL_10238,100.0,2025-10-02
DON_53820,VOL_10238,100.0,2025-10-05
DON_53821,VOL_10238,10.0,2025-10-30
DON_53822,VOL_10238,50.0,2025-11-02
DON_53823,VOL_10238,25.0,2025-11-02
DON_53824,VOL_10238,100.0,2025-11-06
DON_53825,VOL_10238,10.0,2025-11-13
DON_53826,VOL_10238,10.0,2025-11-16
DON_53827,VOL_10238,25.0,2025-11-20
DON_53828,VOL_10238,10.0,2025-11-20
DON_53829,VOL_10238,10.0,2025-12-21
DON_53830,VOL_10238,25.0,2025-12-21
DON_53831,VOL_10238,25.0,2025-12-28
DON_53832,VOL_10238,25.0,2026-01-04
DON_53833,VOL_10238,50.0,2026-01-08
DON_53834,VOL_10238,10.0,2026-02-08
DON_53835,VOL_10238,50.0,2026-02-26
DON_53836,VOL_10238,25.0,2026-03-05
DON_53837,VOL_10238,100.0,2026-03-12
DON_53838,VOL_10238,10.0,2026-03-15
DON_53839,VOL_10238,10.0,2026-04-09
DON_53840,VOL_10238,50.0,2026-04-09
DON_53841,VOL_10238,10.0,2026-04-16
DON_53842,VOL_10238,10.0,2026-04-23
DON_53843,VOL_10238,50.0,2026-04-30
DON_53844,VOL_10239,25.0,2025-10-12
DON_53845,VOL_10239,10.0,2025-11-02
DON_53846,VOL_10239,10.0,2025-11-09
DON_53847,VOL_10239,10.0,2025-11-16
DON_53848,VOL_10239,50.0,2025-11-20
DON_53849,VOL_10239,10.0,2025-11-23
DON_53850,VOL_10239,10.0,2026-01-01
DON_53851,VOL_10239,25.0,2026-01-08
DON_53852,VOL_10239,25.0,2026-01-15
DON_53853,VOL_10239,100.0,2026-03-15
DON_53854,VOL_10239,50.0,2026-03-22
DON_53855,VOL_10239,50.0,2026-03-26
DON_53856,VOL_10240,25.0,2025-07-20
DON_53857,VOL_10240,100.0,2025-08-07
DON_53858,VOL_10240,50.0,2025-08-24
DON_53859,VOL_10240,10.0,2025-09-18
DON_53860,VOL_10240,10.0,2025-09-28
DON_53861,VOL_10240,10.0,2025-10-19
DON_53862,VOL_10240,50.0,2025-10-30
DON_53863,VOL_10240,10.0,2025-11-06
DON_53864,VOL_10240,50.0,2025-12-07
DON_53865,VOL_10240,25.0,2025-12-21
DON_53866,VOL_10240,50.0,2025-12-21
DON_53867,VOL_10240,10.0,2025-12-28
DON_53868,VOL_10240,100.0,2026-01-22
DON_53869,VOL_10240,50.0,2026-01-25
DON_53870,VOL_10240,25.0,2026-01-29
DON_53871,VOL_10240,10.0,2026-01-29
DON_53872,VOL_10240,10.0,2026-02-01
DON_53873,VOL_10240,10.0,2026-02-26
DON_53874,VOL_10240,10.0,2026-03-05
DON_53875,VOL_10240,25.0,2026-03-15
DON_53876,VOL_10240,100.0,2026-04-16
DON_53877,VOL_10240,100.0,2026-04-26
DON_53878,VOL_10241,10.0,2025-09-11
DON_53879,VOL_10242,100.0,2025-08-31
DON_53880,VOL_10242,10.0,2025-09-14
DON_53881,VOL_10242,10.0,2025-09-28
DON_53882,VOL_10242,50.0,2025-10-02
DON_53883,VOL_10242,25.0,2025-11-02
DON_53884,VOL_10242,10.0,2025-11-09
DON_53885,VOL_10242,25.0,2025-11-13
DON_53886,VOL_10242,10.0,2025-12-04
DON_53887,VOL_10242,25.0,2025-12-21
DON_53888,VOL_10242,50.0,2026-01-29
DON_53889,VOL_10242,25.0,2026-03-29
DON_53890,VOL_10242,25.0,2026-04-02
DON_53891,VOL_10242,10.0,2026-04-05
DON_53892,VOL_10242,50.0,2026-04-16
DON_53893,VOL_10243,10.0,2026-02-05
DON_53894,VOL_10243,10.0,2026-02-15
DON_53895,VOL_10243,25.0,2026-03-29
DON_53896,VOL_10243,25.0,2026-04-02
DON_53897,VOL_10243,10.0,2026-04-05
DON_53898,VOL_10243,10.0,2026-04-23
DON_53899,VOL_10243,10.0,2026-04-26
DON_53900,VOL_10243,10.0,2026-04-30
DON_53901,VOL_10244,50.0,2025-04-27
DON_53902,VOL_10244,10.0,2025-05-01
DON_53903,VOL_10244,25.0,2025-05-18
DON_53904,VOL_10244,10.0,2025-05-18
DON_53905,VOL_10244,25.0,2025-05-25
DON_53906,VOL_10244,25.0,2025-06-22
DON_53907,VOL_10244,10.0,2025-06-22
DON_53908,VOL_10244,10.0,2025-07-31
DON_53909,VOL_10244,25.0,2025-08-07
DON_53910,VOL_10244,10.0,2025-08-10
DON_53911,VOL_10244,50.0,2025-08-24
DON_53912,VOL_10244,10.0,2025-09-18
DON_53913,VOL_10244,25.0,2025-10-30
DON_53914,VOL_10244,100.0,2025-11-13
DON_53915,VOL_10244,25.0,2025-11-20
DON_53916,VOL_10244,50.0,2025-11-23
DON_53917,VOL_10244,25.0,2025-12-28
DON_53918,VOL_10244,10.0,2026-01-04
DON_53919,VOL_10244,10.0,2026-01-08
DON_53920,VOL_10244,50.0,2026-02-08
DON_53921,VOL_10244,25.0,2026-03-05
DON_53922,VOL_10244,10.0,2026-03-12
DON_53923,VOL_10244,50.0,2026-03-15
DON_53924,VOL_10244,25.0,2026-04-02
DON_53925,VOL_10244,10.0,2026-04-09
DON_53926,VOL_10245,10.0,2025-11-13
DON_53927,VOL_10245,10.0,2025-11-16
DON_53928,VOL_10245,10.0,2025-11-23
DON_53929,VOL_10245,10.0,2025-11-23
DON_53930,VOL_10245,25.0,2025-11-30
DON_53931,VOL_10245,10.0,2025-12-04
DON_53932,VOL_10245,100.0,2025-12-07
DON_53933,VOL_10245,100.0,2025-12-11
DON_53934,VOL_10245,100.0,2026-01-08
DON_53935,VOL_10245,100.0,2026-01-22
DON_53936,VOL_10245,10.0,2026-02-01
DON_53937,VOL_10245,100.0,2026-02-05
DON_53938,VOL_10245,10.0,2026-02-08
DON_53939,VOL_10245,10.0,2026-02-12
DON_53940,VOL_10245,25.0,2026-02-12
DON_53941,VOL_10245,100.0,2026-02-15
DON_53942,VOL_10245,100.0,2026-02-19
DON_53943,VOL_10245,50.0,2026-02-19
DON_53944,VOL_10245,25.0,2026-03-08
DON_53945,VOL_10245,100.0,2026-03-19
DON_53946,VOL_10245,25.0,2026-04-09
DON_53947,VOL_10245,50.0,2026-04-09
DON_53948,VOL_10245,100.0,2026-04-16
DON_53949,VOL_10245,50.0,2026-04-26
DON_53950,VOL_10246,25.0,2025-04-24
DON_53951,VOL_10246,25.0,2025-05-11
DON_53952,VOL_10246,10.0,2025-05-11
DON_53953,VOL_10246,25.0,2025-06-01
DON_53954,VOL_10246,50.0,2025-06-15
DON_53955,VOL_10246,10.0,2025-06-15
DON_53956,VOL_10246,25.0,2025-07-06
DON_53957,VOL_10246,50.0,2025-07-10
DON_53958,VOL_10246,50.0,2025-07-20
DON_53959,VOL_10246,10.0,2025-07-27
DON_53960,VOL_10246,10.0,2025-08-10
DON_53961,VOL_10246,10.0,2025-08-10
DON_53962,VOL_10246,25.0,2025-08-14
DON_53963,VOL_10246,25.0,2025-08-17
DON_53964,VOL_10246,25.0,2025-08-24
DON_53965,VOL_10246,10.0,2025-09-14
DON_53966,VOL_10246,25.0,2025-10-16
DON_53967,VOL_10246,10.0,2025-10-19
DON_53968,VOL_10246,50.0,2025-10-23
DON_53969,VOL_10246,10.0,2025-11-06
DON_53970,VOL_10246,100.0,2025-11-09
DON_53971,VOL_10246,25.0,2025-11-20
DON_53972,VOL_10246,25.0,2025-11-30
DON_53973,VOL_10246,50.0,2026-01-04
DON_53974,VOL_10246,10.0,2026-01-15
DON_53975,VOL_10246,25.0,2026-01-15
DON_53976,VOL_10246,25.0,2026-02-05
DON_53977,VOL_10246,100.0,2026-02-08
DON_53978,VOL_10246,50.0,2026-02-19
DON_53979,VOL_10246,100.0,2026-02-22
DON_53980,VOL_10246,25.0,2026-03-05
DON_53981,VOL_10246,50.0,2026-03-19
DON_53982,VOL_10246,50.0,2026-03-22
DON_53983,VOL_10246,100.0,2026-04-02
DON_53984,VOL_10246,10.0,2026-04-05
DON_53985,VOL_10246,10.0,2026-04-09
DON_53986,VOL_10246,50.0,2026-04-19
DON_53987,VOL_10247,10.0,2025-06-29
DON_53988,VOL_10248,25.0,2025-10-19
DON_53989,VOL_10248,10.0,2025-10-23
DON_53990,VOL_10248,25.0,2025-10-30
DON_53991,VOL_10248,25.0,2025-11-02
DON_53992,VOL_10248,25.0,2025-11-06
DON_53993,VOL_10248,50.0,2025-11-16
DON_53994,VOL_10248,10.0,2025-11-20
DON_53995,VOL_10248,25.0,2025-11-30
DON_53996,VOL_10248,10.0,2025-12-04
DON_53997,VOL_10249,10.0,2025-05-25
DON_53998,VOL_10249,50.0,2025-05-29
DON_53999,VOL_10249,10.0,2025-06-12
DON_54000,VOL_10249,50.0,2025-06-26
DON_54001,VOL_10249,10.0,2025-06-26
DON_54002,VOL_10249,10.0,2025-06-26
DON_54003,VOL_10249,100.0,2025-07-17
DON_54004,VOL_10249,50.0,2025-07-17
DON_54005,VOL_10249,50.0,2025-07-20
DON_54006,VOL_10249,25.0,2025-07-24
DON_54007,VOL_10249,25.0,2025-08-17
DON_54008,VOL_10249,25.0,2025-09-14
DON_54009,VOL_10249,25.0,2025-11-02
DON_54010,VOL_10249,10.0,2025-11-02
DON_54011,VOL_10249,10.0,2025-11-09
DON_54012,VOL_10249,100.0,2025-11-16
DON_54013,VOL_10249,25.0,2025-11-23
DON_54014,VOL_10249,10.0,2025-11-27
DON_54015,VOL_10249,25.0,2025-11-27
DON_54016,VOL_10249,10.0,2025-12-21
DON_54017,VOL_10249,50.0,2026-01-08
DON_54018,VOL_10249,100.0,2026-01-18
DON_54019,VOL_10249,10.0,2026-03-15
DON_54020,VOL_10249,25.0,2026-04-09
DON_54021,VOL_10249,10.0,2026-04-16
DON_54022,VOL_10249,25.0,2026-04-26
DON_54023,VOL_10249,50.0,2026-04-26
DON_54024,VOL_10249,100.0,2026-04-30
DON_54025,VOL_10250,50.0,2025-05-18
DON_54026,VOL_10250,10.0,2025-06-01
DON_54027,VOL_10250,10.0,2025-06-12
DON_54028,VOL_10250,50.0,2025-07-17
DON_54029,VOL_10250,25.0,2025-07-17
DON_54030,VOL_10250,10.0,2025-07-24
DON_54031,VOL_10250,25.0,2025-07-27
DON_54032,VOL_10250,100.0,2025-07-31
DON_54033,VOL_10250,10.0,2025-08-03
DON_54034,VOL_10250,100.0,2025-08-17
DON_54035,VOL_10250,10.0,2025-09-11
DON_54036,VOL_10250,100.0,2025-10-19
DON_54037,VOL_10250,25.0,2025-10-26
DON_54038,VOL_10250,25.0,2025-10-26
DON_54039,VOL_10250,10.0,2025-11-09
DON_54040,VOL_10250,10.0,2025-11-30
DON_54041,VOL_10250,25.0,2025-12-25
DON_54042,VOL_10250,50.0,2026-01-04
DON_54043,VOL_10250,50.0,2026-01-22
DON_54044,VOL_10250,50.0,2026-01-29
DON_54045,VOL_10250,50.0,2026-02-01
DON_54046,VOL_10250,50.0,2026-02-08
DON_54047,VOL_10250,50.0,2026-02-12
DON_54048,VOL_10250,50.0,2026-03-12
DON_54049,VOL_10250,10.0,2026-03-29
DON_54050,VOL_10250,100.0,2026-04-02
DON_54051,VOL_10250,10.0,2026-04-26
DON_54052,VOL_10251,50.0,2025-11-23
DON_54053,VOL_10251,25.0,2025-12-04
DON_54054,VOL_10251,25.0,2025-12-18
DON_54055,VOL_10251,10.0,2026-01-04
DON_54056,VOL_10251,10.0,2026-01-22
DON_54057,VOL_10251,100.0,2026-01-29
DON_54058,VOL_10251,100.0,2026-02-08
DON_54059,VOL_10251,10.0,2026-03-15
DON_54060,VOL_10251,10.0,2026-04-26
DON_54061,VOL_10252,100.0,2025-02-02
DON_54062,VOL_10252,25.0,2025-02-23
DON_54063,VOL_10253,25.0,2025-07-17
DON_54064,VOL_10253,25.0,2025-07-17
DON_54065,VOL_10253,25.0,2025-08-10
DON_54066,VOL_10253,25.0,2025-08-14
DON_54067,VOL_10253,25.0,2025-08-28
DON_54068,VOL_10253,100.0,2025-09-11
DON_54069,VOL_10253,50.0,2025-09-25
DON_54070,VOL_10253,10.0,2025-09-28
DON_54071,VOL_10253,25.0,2025-10-05
DON_54072,VOL_10253,50.0,2025-10-12
DON_54073,VOL_10253,10.0,2025-10-30
DON_54074,VOL_10253,25.0,2025-10-30
DON_54075,VOL_10253,10.0,2025-12-04
DON_54076,VOL_10253,25.0,2025-12-07
DON_54077,VOL_10253,50.0,2025-12-25
DON_54078,VOL_10253,50.0,2026-02-08
DON_54079,VOL_10253,100.0,2026-02-19
DON_54080,VOL_10253,10.0,2026-02-19
DON_54081,VOL_10253,50.0,2026-02-26
DON_54082,VOL_10253,25.0,2026-03-12
DON_54083,VOL_10253,50.0,2026-04-05
DON_54084,VOL_10253,10.0,2026-04-16
DON_54085,VOL_10253,10.0,2026-04-16
DON_54086,VOL_10253,10.0,2026-04-19
DON_54087,VOL_10253,50.0,2026-04-23
DON_54088,VOL_10253,25.0,2026-04-30
DON_54089,VOL_10254,10.0,2026-03-05
DON_54090,VOL_10255,25.0,2026-03-05
DON_54091,VOL_10255,25.0,2026-03-12
DON_54092,VOL_10255,50.0,2026-03-19
DON_54093,VOL_10255,10.0,2026-04-02
DON_54094,VOL_10255,10.0,2026-04-09
DON_54095,VOL_10255,25.0,2026-04-09
DON_54096,VOL_10255,100.0,2026-04-23
DON_54097,VOL_10255,25.0,2026-04-23
DON_54098,VOL_10257,50.0,2025-04-03
DON_54099,VOL_10257,10.0,2025-04-10
DON_54100,VOL_10257,10.0,2025-04-10
DON_54101,VOL_10257,100.0,2025-04-17
DON_54102,VOL_10257,10.0,2025-04-17
DON_54103,VOL_10257,100.0,2025-04-24
DON_54104,VOL_10257,50.0,2025-04-24
DON_54105,VOL_10257,10.0,2025-06-15
DON_54106,VOL_10257,100.0,2025-06-29
DON_54107,VOL_10257,25.0,2025-07-06
DON_54108,VOL_10257,100.0,2025-07-10
DON_54109,VOL_10257,25.0,2025-07-31
DON_54110,VOL_10257,10.0,2025-08-07
DON_54111,VOL_10257,10.0,2025-08-14
DON_54112,VOL_10257,10.0,2025-08-17
DON_54113,VOL_10257,25.0,2025-09-21
DON_54114,VOL_10257,10.0,2025-10-02
DON_54115,VOL_10257,10.0,2025-10-16
DON_54116,VOL_10257,25.0,2025-10-26
DON_54117,VOL_10257,10.0,2025-11-16
DON_54118,VOL_10257,25.0,2025-11-16
DON_54119,VOL_10257,25.0,2025-11-20
DON_54120,VOL_10257,25.0,2025-12-14
DON_54121,VOL_10257,10.0,2025-12-21
DON_54122,VOL_10257,25.0,2026-01-04
DON_54123,VOL_10257,10.0,2026-01-15
DON_54124,VOL_10257,50.0,2026-01-22
DON_54125,VOL_10257,50.0,2026-02-01
DON_54126,VOL_10257,10.0,2026-03-05
DON_54127,VOL_10257,25.0,2026-03-15
DON_54128,VOL_10257,50.0,2026-03-26
DON_54129,VOL_10257,10.0,2026-04-16
DON_54130,VOL_10258,10.0,2025-04-27
DON_54131,VOL_10258,50.0,2025-05-08
DON_54132,VOL_10258,10.0,2025-06-01
DON_54133,VOL_10258,25.0,2025-06-05
DON_54134,VOL_10258,50.0,2025-06-08
DON_54135,VOL_10258,25.0,2025-06-15
DON_54136,VOL_10258,25.0,2025-06-29
DON_54137,VOL_10258,10.0,2025-07-10
DON_54138,VOL_10258,10.0,2025-07-20
DON_54139,VOL_10258,10.0,2025-07-27
DON_54140,VOL_10258,50.0,2025-07-31
DON_54141,VOL_10258,25.0,2025-07-31
DON_54142,VOL_10258,50.0,2025-08-10
DON_54143,VOL_10258,100.0,2025-08-24
DON_54144,VOL_10258,50.0,2025-09-14
DON_54145,VOL_10258,25.0,2025-09-28
DON_54146,VOL_10258,10.0,2025-10-05
DON_54147,VOL_10258,25.0,2025-10-19
DON_54148,VOL_10258,25.0,2025-10-26
DON_54149,VOL_10258,10.0,2025-10-30
DON_54150,VOL_10258,10.0,2025-10-30
DON_54151,VOL_10258,10.0,2025-11-06
DON_54152,VOL_10258,10.0,2025-12-07
DON_54153,VOL_10258,10.0,2025-12-21
DON_54154,VOL_10258,100.0,2026-01-29
DON_54155,VOL_10258,100.0,2026-03-05
DON_54156,VOL_10258,50.0,2026-03-12
DON_54157,VOL_10258,50.0,2026-03-26
DON_54158,VOL_10258,25.0,2026-03-29
DON_54159,VOL_10258,25.0,2026-04-23
DON_54160,VOL_10258,25.0,2026-04-26
DON_54161,VOL_10259,10.0,2026-02-12
DON_54162,VOL_10259,25.0,2026-02-26
DON_54163,VOL_10259,50.0,2026-04-19
DON_54164,VOL_10259,50.0,2026-04-23
DON_54165,VOL_10260,100.0,2026-01-22
DON_54166,VOL_10260,25.0,2026-02-05
DON_54167,VOL_10260,25.0,2026-02-12
DON_54168,VOL_10260,10.0,2026-03-29
DON_54169,VOL_10261,10.0,2026-01-22
DON_54170,VOL_10261,100.0,2026-01-25
DON_54171,VOL_10261,10.0,2026-01-29
DON_54172,VOL_10261,100.0,2026-02-26
DON_54173,VOL_10261,100.0,2026-03-12
DON_54174,VOL_10261,10.0,2026-03-12
DON_54175,VOL_10261,10.0,2026-03-19
DON_54176,VOL_10261,10.0,2026-04-30
DON_54177,VOL_10261,10.0,2026-04-30
DON_54178,VOL_10262,25.0,2025-06-12
DON_54179,VOL_10262,50.0,2025-06-15
DON_54180,VOL_10263,10.0,2025-03-13
DON_54181,VOL_10263,10.0,2025-03-20
DON_54182,VOL_10263,25.0,2025-04-24
DON_54183,VOL_10263,10.0,2025-05-15
DON_54184,VOL_10263,50.0,2025-05-18
DON_54185,VOL_10263,10.0,2025-07-06
DON_54186,VOL_10263,50.0,2025-08-14
DON_54187,VOL_10263,100.0,2025-08-17
DON_54188,VOL_10263,10.0,2025-08-24
